id	code	naam_nederlands	naam_wetenschappelijk	taxn_vrs_key	taxongroep	usageKey	scientificName	rank	order	matchType	phylum	kingdom	genus	class	confidence	synonym	status	family
8363	calgnsar	Bloedpuntmos	Warnstorfia sarmentosa (Wahlenb.) HedenÃ¤s	INBSYS0000000720	Mossen	2681621	Warnstorfia sarmentosa Hedenäs, 1993	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Warnstorfia	Bryopsida	100	FALSE	ACCEPTED	Amblystegiaceae
8364	aloinamb	NA	Aloina ambigua (Bruch & Schimp.) Limpr.	NHMSYS0000309305	Mossen	2672833	Aloina ambigua (Bruch & W.P.Schimper) Limpricht, 1888	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Barbula	Bryopsida	100	TRUE	SYNONYM	Pottiaceae
8365	bryumkun	NA	Bryum kunzei Hornsch.	INBSYS0000000754	Mossen	2676657	Bryum kunzei Hornschuch, 1819	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
8366	campmpro	NA	Campylium protensum (Brid.) Kindb.	INBSYS0000000549	Mossen	4279909	Campylium protensum (Brid.) Kindb.	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Campylium	Bryopsida	100	FALSE	ACCEPTED	Amblystegiaceae
8367	didymins	NA	Didymodon insulanus (De Not.) M.O.Hill	NBNSYS0000146092	Mossen	5711160	Didymodon insulanus (De Not.) M.O.Hill	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Didymodon	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
8368	ephemmin	NA	Ephemerum minutissimum Lindb.	INBSYS0000000761	Mossen	5710705	Ephemerum minutissimum Lindb.	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Ephemerum	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
8369	plagtsuc	NA	Plagiothecium succulentum (Wilson) Lindb.	NHMSYS0000310333	Mossen	5283458	Plagiothecium succulentum Lindberg, 1865	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Plagiothecium	Bryopsida	100	FALSE	ACCEPTED	Plagiotheciaceae
8370	sphagaur	Geoord veenmos	Sphagnum auriculatum Schimp.	INBSYS0000000779	Mossen	4280844	Sphagnum auriculatum Schimp.	SPECIES	Sphagnales	EXACT	Bryophyta	Plantae	Sphagnum	Sphagnopsida	100	FALSE	ACCEPTED	Sphagnaceae
8371	zygodv_s	NA	Zygodon stirtonii Schimp. ex Stirt.	INBSYS0000000782	Mossen	8681798	Zygodon stirtonii Schimp. ex Stirt.	SPECIES	Orthotrichales	EXACT	Bryophyta	Plantae	Zygodon	Bryopsida	100	TRUE	SYNONYM	Orthotrichaceae
8372	zygodvir	NA	Zygodon viridissimus s.l.	INBSYS0000046583	Mossen	5281000	Zygodon viridissimus Bridel, 1826	SPECIES	Orthotrichales	EXACT	Bryophyta	Plantae	Zygodon	Bryopsida	98	FALSE	ACCEPTED	Orthotrichaceae
8373	NA	NA	Amblystegium riparium (Hedw.) Schimp.	INBSYS0000011589	Mossen	4279820	Amblystegium riparium (Hedw.) Schimp.	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Leptodictyum	Bryopsida	100	TRUE	SYNONYM	Amblystegiaceae
8374	NA	NA	Anisothecium rufescens (With.) Lindb.	INBSYS0000011590	Mossen	2675111	Anisothecium rufescens Lindberg, 1879	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Anisothecium	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
8375	NA	NA	Anisothecium schreberianum (Hedw.) Dix.	NBNSYS0000141799	Mossen	7469994	Anisothecium schreberianum Dixon, 1934	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Anisothecium	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
8376	NA	NA	Anisothecium staphylinum (Whiteh.) Sipm., Rub. & Riem.	INBSYS0000011591	Mossen	2675091	Anisothecium staphylinum Sipman, Rubers & Riemann, 1972	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Anisothecium	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
8377	NA	NA	Anisothecium varium (Hedw.) Mitt.	NBNSYS0000141803	Mossen	2675088	Anisothecium varium Mitten, 1869	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Anisothecium	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
8378	NA	NA	Barbula hornschuchiana K.F.Schultz	INBSYS0000011592	Mossen	7434631	Barbula hornschuchiana Schultz	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Pseudocrossidium	Bryopsida	100	TRUE	SYNONYM	Pottiaceae
8379	NA	NA	Barbula revoluta Brid.	INBSYS0000011593	Mossen	8273061	Barbula revoluta Brid.	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Pseudocrossidium	Bryopsida	100	TRUE	SYNONYM	Pottiaceae
8380	NA	NA	Bryum bicolor Dicks.	NHMSYS0000309479	Mossen	8191602	Bryum bicolor Dicks.	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	TRUE	SYNONYM	Bryaceae
8381	NA	NA	Calliergon stramineum (Brid.) Kindb.	NBNSYS0000036842	Mossen	4279883	Calliergon stramineum (Brid.) Kindb.	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Straminergon	Bryopsida	100	TRUE	SYNONYM	Amblystegiaceae
8382	NA	NA	Campylium calcareum Crundw. & Nyholm	NBNSYS0000036803	Mossen	2681546	Campylium calcareum Crundwell & Nyholm, 1962	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Campylium	Bryopsida	100	FALSE	ACCEPTED	Amblystegiaceae
8383	NA	NA	Campylium chrysophyllum (Brid.) Lange	INBSYS0000011594	Mossen	2681541	Campylium chrysophyllum J.M.Lange, 1887	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Campylium	Bryopsida	100	FALSE	ACCEPTED	Amblystegiaceae
8384	NA	NA	Campylium polygamum (Schimp.) C.E.O.Jensen	INBSYS0000011595	Mossen	4279910	Campylium polygamum (Schimp.) C.E.O.Jensen	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Drepanocladus	Bryopsida	100	TRUE	SYNONYM	Amblystegiaceae
8385	NA	NA	Cratoneuron commutatum (Hedw.) G.Roth	NBNSYS0000036792	Mossen	4279712	Cratoneuron commutatum (Hedw.) G.Roth	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Palustriella	Bryopsida	100	TRUE	SYNONYM	Amblystegiaceae
8386	NA	NA	Didymodon trifarius (Hedw.) RÃ¶hl.	INBSYS0000011596	Mossen	5710513	Didymodon trifarius	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Didymodon	Bryopsida	98	FALSE	ACCEPTED	Pottiaceae
8387	dcllahow	Kalkgreppelmos	Dicranella howei Ren. & Card.	INBSYS0000001102	Mossen	5282119	Dicranella howei Renauld & Cardot, 1893	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranella	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
8388	NA	NA	Drepanocladus exannulatus (Schimp.) Warnst.	INBSYS0000011597	Mossen	5710910	Drepanocladus exannulatus (Schimp.) Warnst.	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Sarmentypnum	Bryopsida	100	TRUE	SYNONYM	Calliergonaceae
8389	NA	NA	Drepanocladus fluitans (Hedw.) Warnst.	NBNSYS0000036820	Mossen	5710914	Drepanocladus fluitans (Hedw.) Warnst.	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Warnstorfia	Bryopsida	100	TRUE	SYNONYM	Amblystegiaceae
8390	NA	NA	Drepanocladus uncinatus (Hedw.) Warnst.	NBNSYS0000022276	Mossen	5710918	Drepanocladus uncinatus (Hedw.) Warnst.	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Sanionia	Bryopsida	100	TRUE	SYNONYM	Amblystegiaceae
8391	NA	NA	Ephemerum serratum (Hedw.) Hampe var. serratum	INBSYS0000011598	Mossen	8196173	Ephemerum serratum var. serratum	VARIETY	Funariales	EXACT	Bryophyta	Plantae	Ephemerum	Bryopsida	98	FALSE	ACCEPTED	Ephemeraceae
8392	fissigym	Vloedvedermos	Fissidens gymnandrus Buse	INBSYS0000001103	Mossen	6096595	Fissidens gymnandrus Büse	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	FALSE	ACCEPTED	Fissidentaceae
8393	NA	NA	Fissidens cristatus Wils.ex Mitt.	INBSYS0000011599	Mossen	10164146	Fissidens cristatus Wilson ex Mitt.	SPECIES	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	100	TRUE	SYNONYM	Fissidentaceae
8394	grimmiano	Tandloos muisjesmos	Grimmia anodon Bruch & Schimp.	NHMSYS0000309650	Mossen	5281711	Grimmia anodon Bruch & W.P.Schimper, 1845	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Grimmia	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
8395	NA	NA	Hymenostomum microstomum (Hedw.) R.Brown ex Nees & Hornsch.	INBSYS0000011600	Mossen	8140558	Hymenostomum microstomum	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Hymenostomum	Bryopsida	98	FALSE	ACCEPTED	Pottiaceae
8396	NA	NA	Hymenostomum squarrosum Nees & Hornsch.	NBNSYS0000149231	Mossen	7618889	Hymenostomum squarrosum Nees & Hornsch.	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Weissia	Bryopsida	100	TRUE	SYNONYM	Pottiaceae
8397	NA	NA	Isopterygium elegans (Brid.) Lindb.	NBNSYS0000036923	Mossen	4279306	Isopterygium elegans (Brid.) Lindb.	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Pseudotaxiphyllum	Bryopsida	100	TRUE	SYNONYM	Plagiotheciaceae
8398	NA	NA	Isothecium striatulum (Spruce) Kindb.	NBNSYS0000036853	Mossen	6096582	Isothecium striatulum (Spruce) Kindb.	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Plasteurhynchium	Bryopsida	100	TRUE	SYNONYM	Lembophyllaceae
8399	NA	NA	Lejeunea ulicina (Tayl.) Gottsche, Lindenb. & Nees	INBSYS0000011601	Mossen	4276772	Lejeunea ulicina (Taylor) Gottsche, Lindenb. & Nees	SPECIES	Porellales	EXACT	Marchantiophyta	Plantae	Microlejeunea	Jungermanniopsida	100	TRUE	SYNONYM	Lejeuneaceae
8400	NA	NA	Plagiothecium denticulatum (Hedw.) Schimp. var. undulatum Geh.	INBSYS0000011602	Mossen	5710935	Plagiothecium denticulatum var. undulatum R.Ruthe ex Geh.	VARIETY	Hypnales	EXACT	Bryophyta	Plantae	Plagiothecium	Bryopsida	100	FALSE	ACCEPTED	Plagiotheciaceae
8401	NA	NA	Platydictya confervoides (Brid.) Crum	NBNSYS0000036815	Mossen	2681670	Platydictya confervoides H.Crum, 1964	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Platydictya	Bryopsida	100	FALSE	ACCEPTED	Amblystegiaceae
8402	NA	NA	Pohlia muyldermansii Wilcz.& Dem.	INBSYS0000011603	Mossen	8309646	Pohlia muyldermansii R.Wilczek & Demaret	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Pohlia	Bryopsida	100	TRUE	SYNONYM	Bryaceae
8403	NA	NA	Pottia bryoides (Dicks.) Mitt.	NBNSYS0000036352	Mossen	4280561	Pottia bryoides (Dicks.) Mitt.	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Protobryum	Bryopsida	100	TRUE	SYNONYM	Pottiaceae
8404	micrbdav	NA	Pottia davalliana (Sm.) C.E.O.Jensen	INBSYS0000011604	Mossen	4280572	Pottia davalliana (Sm.) C.E.O.Jensen	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Microbryum	Bryopsida	100	TRUE	SYNONYM	Pottiaceae
8405	NA	NA	Microbryum davallianum (Sm.) R.H.Zander var. conicum (SchwÃ¤gr.) R.H.Zander	INBSYS0000011708	Mossen	6096586	Microbryum davallianum var. conicum (Schleich. ex Schwägr.) R.H.Zander	VARIETY	Pottiales	EXACT	Bryophyta	Plantae	Microbryum	Bryopsida	98	FALSE	ACCEPTED	Pottiaceae
8406	NA	NA	Pottia davalliana (Sm.) C.E.O.Jensen var. conica (SchwÃ¤gr.) Podp.	INBSYS0000011605	Mossen	4280572	Pottia davalliana (Sm.) C.E.O.Jensen	SPECIES	Pottiales	HIGHERRANK	Bryophyta	Plantae	Microbryum	Bryopsida	98	TRUE	SYNONYM	Pottiaceae
8407	NA	NA	Pottia lanceolata (Hedw.) MÃ¼ll.Hal.	INBSYS0000011606	Mossen	4280560	Pottia lanceolata (Hedw.) Müll.Hal.	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Tortula	Bryopsida	85	TRUE	SYNONYM	Pottiaceae
8408	NA	NA	Pottia recta (With.) Mitt.	NBNSYS0000036353	Mossen	5838571	Pottia recta (With.) Mitt.	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Microbryum	Bryopsida	100	TRUE	SYNONYM	Pottiaceae
8409	NA	NA	Pottia truncata (Hedw.) Bruch & Schimp.	INBSYS0000011607	Mossen	7727588	Pottia truncata (Hedw.) Bruch & Schimp.	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Tortula	Bryopsida	100	TRUE	SYNONYM	Pottiaceae
8410	NA	NA	Pottia truncata (Hedw.) Bruch & Schimp. var. major (Web. & Mohr) Bruch & Schimp.	INBSYS0000011608	Mossen	4280570	Pottia truncata var. major (F.Weber & D.Mohr) Bruch & Schimp.	VARIETY	Pottiales	EXACT	Bryophyta	Plantae	Tortula	Bryopsida	100	TRUE	SYNONYM	Pottiaceae
8411	NA	NA	Pottia truncata (Hedw.) Bruch & Schimp. var. truncata	INBSYS0000011609	Mossen	4280563	Pottia truncata var. truncata	VARIETY	Pottiales	EXACT	Bryophyta	Plantae	Tortula	Bryopsida	98	TRUE	SYNONYM	Pottiaceae
8412	NA	NA	Racomitrium canescens (Hedw.) Brid. var. canescens	INBSYS0000011610	Mossen	7259162	Racomitrium canescens var. canescens	VARIETY	Grimmiales	EXACT	Bryophyta	Plantae	Racomitrium	Bryopsida	98	FALSE	ACCEPTED	Grimmiaceae
8413	racomelo	Hakige bisschopsmuts	Racomitrium elongatum Ehrh. ex Frisvoll	INBSYS0000000743	Mossen	2674337	Racomitrium elongatum Ehrhart ex Frisvoll, 1983	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Racomitrium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
8414	NA		Racomitrium heterostichum (Hedw.) Brid. var. heterostichum	INBSYS0000011611	Mossen	7733705	Racomitrium heterostichum var. heterostichum	VARIETY	Grimmiales	EXACT	Bryophyta	Plantae	Racomitrium	Bryopsida	98	FALSE	ACCEPTED	Grimmiaceae
8415	NA	NA	Rhynchostegium riparioides (Hedw.) Cardot	NHMSYS0000310437	Mossen	4279671	Rhynchostegium riparioides (Hedw.) Cardot	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Platyhypnidium	Bryopsida	100	TRUE	SYNONYM	Brachytheciaceae
8416	NA	NA	Scorpidium lycopodioides (Brid.) H.K.G.Paul	INBSYS0000011612	Mossen	8091061	Scorpidium lycopodioides (Brid.) H.K.G.Paul	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Drepanocladus	Bryopsida	100	TRUE	SYNONYM	Amblystegiaceae
8417	syntrpag	Broedbladsterretje	Syntrichia pagorum (Milde) J.J.Amann	INBSYS0000011613	Mossen	2671252	Syntrichia pagorum Amann, 1918	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Syntrichia	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
8418	syntrcal	NA	Tortula calcicolens W.A.Kramer	INBSYS0000011614	Mossen	8257510	Tortula calcicolens W.A.Kramer	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Syntrichia	Bryopsida	100	TRUE	SYNONYM	Pottiaceae
8419	NA	NA	Tortula intermedia (Brid.) De Not.	NBNSYS0000036302	Mossen	8367759	Tortula intermedia (Brid.) De Not.	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Syntrichia	Bryopsida	100	TRUE	SYNONYM	Pottiaceae
8420	NA	NA	Tortula laevipila (Brid.) SchwÃ¤gr.	INBSYS0000011615	Mossen	8318326	Tortula laevipila (Brid.) Schwägr.	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Syntrichia	Bryopsida	100	TRUE	SYNONYM	Pottiaceae
8421	NA	NA	Tortula pagorum (Milde) De Not.	INBSYS0000011616	Mossen	5711275	Tortula pagorum (Milde) De Not.	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Syntrichia	Bryopsida	100	TRUE	SYNONYM	Pottiaceae
8422	NA	NA	Tortula papillosa Wilson	INBSYS0000011617	Mossen	8326862	Tortula papilosa Wilson	SPECIES	Pottiales	FUZZY	Bryophyta	Plantae	Syntrichia	Bryopsida	99	TRUE	SYNONYM	Pottiaceae
8423	NA	NA	Tortula latifolia Hartm.	INBSYS0000011618	Mossen	5711284	Tortula latifolia Bruch ex Hartm.	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Syntrichia	Bryopsida	100	TRUE	SYNONYM	Pottiaceae
8426	NA	NA	Tortula virescens (De Not.) De Not.	NBNSYS0000036304	Mossen	5711273	Tortula virescens (De Not.) De Not.	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Syntrichia	Bryopsida	100	TRUE	SYNONYM	Pottiaceae
8427	NA	NA	Tortula ruralis (Hedw.) GÃ¤rtn.,Meyer & Scherb. var. ruraliformis (Besch.) Wild.	INBSYS0000011619	Mossen	8352082	Tortula ruralis var. ruraliformis (Besch.) De Wild.	VARIETY	Pottiales	EXACT	Bryophyta	Plantae	Syntrichia	Bryopsida	100	TRUE	SYNONYM	Pottiaceae
8428	NA	NA	Tortula ruralis (Hedw.) GÃ¤rtn.,Meyer & Scherb. var. ruralis	INBSYS0000011620	Mossen	7491061	Tortula ruralis var. ruralis	VARIETY	Pottiales	EXACT	Bryophyta	Plantae	Tortula	Bryopsida	97	FALSE	DOUBTFUL	Pottiaceae
8429	NA	NA	Weissia fallax Sehlm.	NBNSYS0000159075	Mossen	5280917	Weissia fallax Sehlmeyer, 1820	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Weissia	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
8430	NA	Gekroesd parelmos	Weissia controversa Hedw. var. crispata (Nees & Hornsch.) Nyholm	NHMSYS0000841019	Mossen	7863247	Weissia controversa var. crispata (Nees & Hornsch.) Nyholm	VARIETY	Pottiales	EXACT	Bryophyta	Plantae	Weissia	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
8431	NA	NA	Zygodon viridissimus (Dicks.) Brid. var. viridissimus	INBSYS0000011587	Mossen	5710502	Zygodon viridissimus var. viridissimus	VARIETY	Orthotrichales	EXACT	Bryophyta	Plantae	Zygodon	Bryopsida	98	FALSE	ACCEPTED	Orthotrichaceae
8432	NA	NA	Zygodon viridissimus (Dicks.) Brid. var. rupestris C.Hartm.	INBSYS0000011622	Mossen	5710504	Zygodon viridissimus var. rupestris Lindb. ex Hartm.	VARIETY	Orthotrichales	EXACT	Bryophyta	Plantae	Zygodon	Bryopsida	100	TRUE	SYNONYM	Orthotrichaceae
8433	zygodden	Getand iepenmos	Zygodon dentatus (Limpr.) Kartt.	INBSYS0000001104	Mossen	5280981	Zygodon dentatus Karttunen, 1984	SPECIES	Orthotrichales	EXACT	Bryophyta	Plantae	Zygodon	Bryopsida	100	FALSE	ACCEPTED	Orthotrichaceae
8434	NA	NA	Bryum microerythrocarpum MÃ¼ll.Hal & Kindb.	INBSYS0000011623	Mossen	4280220	Bryum microerythrocarpum Müll.Hal. & Kindb. ex Macoun	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	100	TRUE	SYNONYM	Bryaceae
8438	conocconG	Kegelmos s.l.	Conocephalum conicum (L.) Dumort. s.l.	INBSYS0000035005	Mossen	2688562	Conocephalum conicum (L.) Dumort.	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Conocephalum	Marchantiopsida	100	FALSE	ACCEPTED	Conocephalaceae
8439	chilopolG	Lippenmos	Chiloscyphus polyanthos (L.) Corda s.l.	INBSYS0000046662	Mossen	2689491	Chiloscyphus polyanthos (L.) Corda	SPECIES	Jungermanniales	EXACT	Marchantiophyta	Plantae	Chiloscyphus	Jungermanniopsida	100	FALSE	ACCEPTED	Lophocoleaceae
8440	schisapoG	Achterlichtmos s.l.	Schistidium apocarpum (Hedw.) Bruch & Schimp. s.l.	INBSYS0000011696	Mossen	5281668	Schistidium apocarpum Bruch & W.P.Schimper, 1845	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Schistidium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
8441	paluscomG	Geveerd diknerfmos s.l.	Palustriella commutata (Hedw.) Ochyra s.l.	INBSYS0000011695	Mossen	2681729	Palustriella commutata Ochyra, 1989	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Palustriella	Bryopsida	100	FALSE	ACCEPTED	Amblystegiaceae
8442	ditrifleG	NA	Ditrichum flexicaule (SchwÃ¤gr.) Hampe s.l.	INBSYS0000035007	Mossen	5282360	Ditrichum flexicaule Hampe, 1867	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Ditrichum	Bryopsida	98	FALSE	ACCEPTED	Ditrichaceae
8443	polytc_c	NA	Polytrichum commune Hedw. var. commune	INBSYS0000046568	Mossen	7259184	Polytrichum commune var. commune	VARIETY	Polytrichales	EXACT	Bryophyta	Plantae	Polytrichum	Bryopsida	98	FALSE	ACCEPTED	Polytrichaceae
8444	polytc_p	NA	Polytrichum commune Hedw. var. perigoniale (Michx.) Hampe	INBSYS0000046569	Mossen	4280094	Polytrichum commune var. perigoniale (Michx.) Hampe	VARIETY	Polytrichales	EXACT	Bryophyta	Plantae	Polytrichum	Bryopsida	100	TRUE	SYNONYM	Polytrichaceae
8445	syntrrurG	NA	Syntrichia ruralis (Hedw.) F.Weber & D.Mohr s.l.	INBSYS0000011697	Mossen	2671271	Syntrichia ruralis Weber & D.Mohr, 1803	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Syntrichia	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
8446	syntrm_c	NA	Syntrichia montana Nees var. calva (Durieu & Sagot ex Bruch. & Schimp.) J.J. Amann	INBSYS0000011624	Mossen	8204860	Syntrichia montana var. calva (Durieu & Sagot) J.J.Amann	VARIETY	Pottiales	EXACT	Bryophyta	Plantae	Syntrichia	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
8447		NA	Tortula intermedia (Brid.) De Not. var. calva (Durieu & Sagot ex Bruch. & Schimp.) J.J. Amann	INBSYS0000011625	Mossen	8367759	Tortula intermedia (Brid.) De Not.	SPECIES	Pottiales	HIGHERRANK	Bryophyta	Plantae	Syntrichia	Bryopsida	98	TRUE	SYNONYM	Pottiaceae
8448	fissiinc	Gekromd vedermos	Fissidens viridulus (Sw. ex anon.) Wahlenb. var. incurvus (Starke ex RÃ¶hl.) Waldh.	INBSYS0000001042	Mossen	7715430	Fissidens viridulus var. incurvus (Starke ex Röhl.) Waldh.	VARIETY	Fissidentales	EXACT	Bryophyta	Plantae	Fissidens	Bryopsida	97	FALSE	ACCEPTED	Fissidentaceae
8449	lophcb_c	NA	Lophocolea bidentata (L.) Dumort. var. cuspidata 	INBSYS0000046559	Mossen	9573409	Lophocolea bidentata var. cuspidata (Nees) Nees	VARIETY	Jungermanniales	EXACT	Marchantiophyta	Plantae	Lophocolea	Jungermanniopsida	98	TRUE	SYNONYM	Lophocoleaceae
8450	NA	NA	Plagiothecium ruthei Limpr.	NBNSYS0000036912	Mossen	5710939	Plagiothecium ruthei Limpr.	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Plagiothecium	Bryopsida	100	TRUE	SYNONYM	Plagiotheciaceae
8451	racomcanG	NA	Racomitrium canescens (Hedw.) Brid. s.l.	INBSYS0000035009	Mossen	2674333	Racomitrium canescens Bridel, 1819	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Racomitrium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
8452	tortum_a	NA	Tortula muralis Hedw. var. aestiva	INBSYS0000046578	Mossen	7753811	Tortula muralis var. aestiva Brid. ex Hedw.	VARIETY	Pottiales	EXACT	Bryophyta	Plantae	Tortula	Bryopsida	97	FALSE	ACCEPTED	Pottiaceae
8453	NA	NA	Hymenostomum	INBSYS0000046553	Mossen	2671398	Hymenostomum R.Br., 1819	GENUS	Pottiales	EXACT	Bryophyta	Plantae	Hymenostomum	Bryopsida	94	FALSE	ACCEPTED	Pottiaceae
8454	henedhei	NA	Pottia heimii (Hedw.) Hampe	INBSYS0000011626	Mossen	4280721	Pottia heimii (Hedw.) Hampe	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Pottia	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
8455	micrbcur	NA	Phascum curvicolle Hedw.	NBNSYS0000036358	Mossen	7945586	Phascum curvicolle Hedw.	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Microbryum	Bryopsida	100	TRUE	SYNONYM	Pottiaceae
8456	NA	NA	Pottia starckeana (Hedw.) MÃ¼ll.Hal.	INBSYS0000011627	Mossen	8158705	Pottia starckeana (Hedw.) Müll.Hal.	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Microbryum	Bryopsida	85	TRUE	SYNONYM	Pottiaceae
8457	scormrev	NA	Drepanocladus revolvens (Sw.) Warnst.	NBNSYS0000036826	Mossen	5710888	Drepanocladus revolvens (Anon.) Warnst.	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Scorpidium	Bryopsida	99	TRUE	SYNONYM	Amblystegiaceae
8458	sphagfal	NA	Sphagnum recurvum P. Beauv. var. mucronatum (Russ.) Warnst.	INBSYS0000011628	Mossen	7738730	Sphagnum recurvum var. mucronatum (Russow) Warnst.	VARIETY	Sphagnales	EXACT	Bryophyta	Plantae	Sphagnum	Sphagnopsida	100	TRUE	SYNONYM	Sphagnaceae
8459	abiet-sp	NA	Abietinella	INBSYS0000000802	Mossen	NA	NA	NA	NA	NONE	NA	NA	NA	NA	100	FALSE	NA	NA
8460	bryumrubG	Roodknolknikmos	Bryum rubens s.l.	INBSYS0000046540	Mossen	2676553	Bryum rubens Mitten, 1856	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Bryum	Bryopsida	98	FALSE	ACCEPTED	Bryaceae
8461	NA	NA	Campylium elodes (Lindb.) Kindb.	NBNSYS0000036802	Mossen	8182722	Campylium elodes (Lindb.) Kindb.	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Campyliadelphus	Bryopsida	100	TRUE	SYNONYM	Amblystegiaceae
8462	dcnowcri	NA	Dicranoweisia crispula (Hedw.) Milde	NBNSYS0000036218	Mossen	2672904	Dicranoweisia crispula Milde, 1869	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Dicranoweisia	Bryopsida	100	FALSE	ACCEPTED	Dicranaceae
8463	NA	NA	Rhynchostegiella teesdalei (Schimp.) Limpr.	INBSYS0000011629	Mossen	8134326	Rhynchostegiella teesdalei (B.S.G.) Limpr.	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Rhynchostegiella	Bryopsida	99	TRUE	SYNONYM	Brachytheciaceae
